"","lat","lon","yield"
"1570",-87.25,32.75,2.854461372
"1571",-86.75,32.75,4.099820636
"1572",-86.25,32.75,5.815899155
"1573",-85.75,32.75,0.824080706
"1574",-85.25,32.75,0.791295916
"1575",-84.75,32.75,0.803507417
"1576",-84.25,32.75,4.921958013
"1577",-83.75,32.75,4.560475647
"1578",-83.25,32.75,4.842148721
"1579",-82.75,32.75,0.604331829
"1580",-82.25,32.75,0.70490934
"1581",-81.75,32.75,5.898825039
"1582",-81.25,32.75,6.787763292
"1583",-80.75,32.75,6.731925964
"1584",-80.25,32.75,7.432367151
"1585",-79.75,32.75,8.282571435
"1623",-118.25,33.25,3.156201601
"1624",-117.75,33.25,3.182418108
"1625",-117.25,33.25,3.354608297
"1626",-116.75,33.25,2.548453808
"1627",-116.25,33.25,3.757901669
"1628",-115.75,33.25,3.333579063
"1629",-115.25,33.25,3.324791908
"1630",-114.75,33.25,3.457831383
"1631",-114.25,33.25,3.515935659
"1632",-113.75,33.25,3.387260437
"1633",-113.25,33.25,2.240346968
"1634",-112.75,33.25,1.814720929
"1635",-112.25,33.25,3.037758112
"1636",-111.75,33.25,4.47779383
"1637",-111.25,33.25,3.484799862
"1638",-110.75,33.25,3.370132446
"1639",-110.25,33.25,3.253185987
"1640",-109.75,33.25,3.204637051
"1641",-109.25,33.25,3.14963913
"1642",-108.75,33.25,3.085480452
"1643",-108.25,33.25,2.409929037
"1644",-107.75,33.25,2.921983004
"1645",-107.25,33.25,4.178068638
"1646",-106.75,33.25,3.521339893
"1647",-106.25,33.25,5.43591102
"1648",-105.75,33.25,3.860521078
"1649",-105.25,33.25,2.9439345
"1650",-104.75,33.25,2.854916453
"1651",-104.25,33.25,5.361320972
"1652",-103.75,33.25,4.953073978
"1653",-103.25,33.25,3.082596064
"1654",-102.75,33.25,5.357299805
"1655",-102.25,33.25,5.514677525
"1656",-101.75,33.25,5.585950851
"1657",-101.25,33.25,6.176201275
"1658",-100.75,33.25,4.310678073
"1659",-100.25,33.25,5.261906556
"1660",-99.75,33.25,7.27765492
"1661",-99.25,33.25,6.166261264
"1662",-98.75,33.25,8.131448882
"1663",-98.25,33.25,7.479493022
"1664",-97.75,33.25,6.956188944
"1665",-97.25,33.25,5.709348321
"1666",-96.75,33.25,4.869413376
"1667",-96.25,33.25,2.835085392
"1668",-95.75,33.25,5.676865578
"1669",-95.25,33.25,2.353837924
"1670",-94.75,33.25,0.733599514
"1671",-94.25,33.25,0.76732263
"1672",-93.75,33.25,0.836392567
"1673",-93.25,33.25,0.822929144
"1674",-92.75,33.25,0.801488832
"1675",-92.25,33.25,9.78210979
"1676",-91.75,33.25,10.56793716
"1677",-91.25,33.25,10.34428146
"1678",-90.75,33.25,10.36044068
"1679",-90.25,33.25,10.7911102
"1680",-89.75,33.25,10.89484665
"1681",-89.25,33.25,11.15303437
"1682",-88.75,33.25,11.10041115
"1683",-88.25,33.25,5.498703176
"1684",-87.75,33.25,5.744398507
"1685",-87.25,33.25,6.507347714
"1686",-86.75,33.25,6.900834604
"1687",-86.25,33.25,5.296747251
"1688",-85.75,33.25,5.335968191
"1689",-85.25,33.25,6.264006441
"1690",-84.75,33.25,5.874677463
"1691",-84.25,33.25,5.714626096
"1692",-83.75,33.25,5.416617827
"1693",-83.25,33.25,3.800407756
"1694",-82.75,33.25,2.095230073
"1695",-82.25,33.25,3.221733137
"1696",-81.75,33.25,7.456582676
"1697",-81.25,33.25,6.918557124
"1698",-80.75,33.25,6.625425599
"1699",-80.25,33.25,9.46439613
"1700",-79.75,33.25,11.519105
"1701",-79.25,33.25,11.60106312
"1734",-120.25,33.75,3.636977275
"1738",-118.25,33.75,2.576806784
"1739",-117.75,33.75,2.50993371
"1740",-117.25,33.75,2.186625004
"1741",-116.75,33.75,3.181540489
"1742",-116.25,33.75,3.220261335
"1743",-115.75,33.75,3.253684521
"1744",-115.25,33.75,3.628694534
"1745",-114.75,33.75,3.343306303
"1746",-114.25,33.75,2.787999392
"1747",-113.75,33.75,1.459971368
"1748",-113.25,33.75,0.563205704
"1749",-112.75,33.75,0.57076972
"1750",-112.25,33.75,2.245724201
"1751",-111.75,33.75,5.854583468
"1752",-111.25,33.75,3.223194599
"1753",-110.75,33.75,3.13521719
"1754",-110.25,33.75,3.079660654
"1755",-109.75,33.75,3.261249781
"1756",-109.25,33.75,3.054730654
"1757",-108.75,33.75,3.162568808
"1758",-108.25,33.75,2.899641514
"1759",-107.75,33.75,3.1210289
"1760",-107.25,33.75,2.987414996
"1761",-106.75,33.75,2.999768734
"1762",-106.25,33.75,3.731246392
"1763",-105.75,33.75,3.13316083
"1764",-105.25,33.75,3.455619812
"1765",-104.75,33.75,2.842068374
"1766",-104.25,33.75,4.987239838
"1767",-103.75,33.75,4.861345768
"1768",-103.25,33.75,4.96969223
"1769",-102.75,33.75,5.274374008
"1770",-102.25,33.75,5.355187416
"1771",-101.75,33.75,6.003608306
"1772",-101.25,33.75,4.14823103
"1773",-100.75,33.75,7.73274013
"1774",-100.25,33.75,5.817439216
"1775",-99.75,33.75,4.282896519
"1776",-99.25,33.75,6.732331003
"1777",-98.75,33.75,7.632649967
"1778",-98.25,33.75,7.264748812
"1779",-97.75,33.75,7.318906188
"1780",-97.25,33.75,6.916778684
"1781",-96.75,33.75,7.448767424
"1782",-96.25,33.75,7.639909983
"1783",-95.75,33.75,4.457143247
"1784",-95.25,33.75,7.153407931
"1785",-94.75,33.75,1.507274253
"1786",-94.25,33.75,4.552930052
"1787",-93.75,33.75,4.271417965
"1788",-93.25,33.75,3.55099613
"1789",-92.75,33.75,2.542452017
"1790",-92.25,33.75,2.6660898
"1791",-91.75,33.75,3.325417042
"1792",-91.25,33.75,0.7966654
"1793",-90.75,33.75,8.973498874
"1794",-90.25,33.75,10.42053594
"1795",-89.75,33.75,10.60868051
"1796",-89.25,33.75,10.86450312
"1797",-88.75,33.75,10.92040936
"1798",-88.25,33.75,10.11455558
"1799",-87.75,33.75,11.33731495
"1800",-87.25,33.75,10.81352711
"1801",-86.75,33.75,5.637489882
"1802",-86.25,33.75,11.15008441
"1803",-85.75,33.75,8.577325127
"1804",-85.25,33.75,7.123771581
"1805",-84.75,33.75,5.249656222
"1806",-84.25,33.75,4.894220612
"1807",-83.75,33.75,5.272385532
"1808",-83.25,33.75,5.598828034
"1809",-82.75,33.75,5.85917928
"1810",-82.25,33.75,5.115270615
"1811",-81.75,33.75,9.587205323
"1812",-81.25,33.75,7.555577105
"1813",-80.75,33.75,11.71901616
"1814",-80.25,33.75,8.906310201
"1815",-79.75,33.75,8.868265748
"1816",-79.25,33.75,11.5354526
"1817",-78.75,33.75,11.41129494
"1818",-78.25,33.75,11.46035129
"1849",-120.25,34.25,3.382082701
"1850",-119.75,34.25,3.428799391
"1851",-119.25,34.25,2.181309938
"1852",-118.75,34.25,2.08334893
"1853",-118.25,34.25,2.023795247
"1854",-117.75,34.25,1.85414362
"1855",-117.25,34.25,1.82374835
"1856",-116.75,34.25,2.375798702
"1857",-116.25,34.25,2.668474197
"1858",-115.75,34.25,3.178296804
"1859",-115.25,34.25,3.465428114
"1860",-114.75,34.25,3.136257887
"1861",-114.25,34.25,2.036763728
"1862",-113.75,34.25,0.556148142
"1863",-113.25,34.25,1.744087785
"1864",-112.75,34.25,2.092735767
"1865",-112.25,34.25,3.064152718
"1866",-111.75,34.25,4.603736003
"1867",-111.25,34.25,4.530545076
"1868",-110.75,34.25,3.316764832
"1869",-110.25,34.25,3.589520156
"1870",-109.75,34.25,3.428155581
"1871",-109.25,34.25,3.328210354
"1872",-108.75,34.25,2.878498077
"1873",-108.25,34.25,2.583920956
"1874",-107.75,34.25,3.438757181
"1875",-107.25,34.25,5.097207342
"1876",-106.75,34.25,5.628831863
"1877",-106.25,34.25,3.924862146
"1878",-105.75,34.25,3.770693143
"1879",-105.25,34.25,3.080842495
"1880",-104.75,34.25,1.480188966
"1881",-104.25,34.25,5.452375889
"1882",-103.75,34.25,4.733687401
"1883",-103.25,34.25,4.53879261
"1884",-102.75,34.25,4.894024849
"1885",-102.25,34.25,1.828428805
"1886",-101.75,34.25,2.026347816
"1887",-101.25,34.25,2.147949338
"1888",-100.75,34.25,6.940311704
"1889",-100.25,34.25,2.222023457
"1890",-99.75,34.25,4.137489114
"1891",-99.25,34.25,5.70794923
"1892",-98.75,34.25,5.97657953
"1893",-98.25,34.25,6.381108761
"1894",-97.75,34.25,7.154096365
"1895",-97.25,34.25,7.410240173
"1896",-96.75,34.25,5.156805515
"1897",-96.25,34.25,7.347972989
"1898",-95.75,34.25,5.249488137
"1899",-95.25,34.25,4.961545684
"1900",-94.75,34.25,4.427560893
"1901",-94.25,34.25,6.556956551
"1902",-93.75,34.25,3.678562858
"1903",-93.25,34.25,5.394939076
"1904",-92.75,34.25,3.86456793
"1905",-92.25,34.25,10.33092369
"1906",-91.75,34.25,10.32611105
"1907",-91.25,34.25,3.843203458
"1908",-90.75,34.25,8.484743118
"1909",-90.25,34.25,9.722477595
"1910",-89.75,34.25,10.9803968
"1911",-89.25,34.25,11.51771916
"1912",-88.75,34.25,11.72432105
"1913",-88.25,34.25,11.57836225
"1914",-87.75,34.25,11.75532659
"1915",-87.25,34.25,8.890790343
"1916",-86.75,34.25,11.29390895
"1917",-86.25,34.25,11.32281097
"1918",-85.75,34.25,10.16329635
"1919",-85.25,34.25,9.244125973
"1920",-84.75,34.25,9.43367893
"1921",-84.25,34.25,10.33143163
"1922",-83.75,34.25,7.757104527
"1923",-83.25,34.25,9.575325359
"1924",-82.75,34.25,12.22446149
"1925",-82.25,34.25,11.93017873
"1926",-81.75,34.25,10.50970446
"1927",-81.25,34.25,10.52669373
"1928",-80.75,34.25,11.97774259
"1929",-80.25,34.25,9.979692589
"1930",-79.75,34.25,10.07575274
"1931",-79.25,34.25,10.8081758
"1932",-78.75,34.25,11.60080671
"1933",-78.25,34.25,9.662115574
"1934",-77.75,34.25,7.584456097
"1963",-120.75,34.75,5.463102261
"1964",-120.25,34.75,3.81124258
"1965",-119.75,34.75,2.701618373
"1966",-119.25,34.75,2.453860641
"1967",-118.75,34.75,2.377832681
"1968",-118.25,34.75,2.598270178
"1969",-117.75,34.75,2.458976656
"1970",-117.25,34.75,2.240248322
"1971",-116.75,34.75,1.960188448
"1972",-116.25,34.75,2.465853214
"1973",-115.75,34.75,3.137159586
"1974",-115.25,34.75,2.916534662
"1975",-114.75,34.75,2.580885649
"1976",-114.25,34.75,2.612059832
"1977",-113.75,34.75,2.230827659
"1978",-113.25,34.75,0.475093722
"1979",-112.75,34.75,2.012250423
"1980",-112.25,34.75,2.423238039
"1981",-111.75,34.75,4.340332349
"1982",-111.25,34.75,4.343414307
"1983",-110.75,34.75,3.04273963
"1984",-110.25,34.75,4.556711515
"1985",-109.75,34.75,3.391294718
"1986",-109.25,34.75,2.450995743
"1987",-108.75,34.75,3.239238501
"1988",-108.25,34.75,3.125858307
"1989",-107.75,34.75,3.680311918
"1990",-107.25,34.75,4.412804445
"1991",-106.75,34.75,5.030546983
"1992",-106.25,34.75,4.676729838
"1993",-105.75,34.75,4.372729915
"1994",-105.25,34.75,3.062514365
"1995",-104.75,34.75,1.262372971
"1996",-104.25,34.75,1.366430879
"1997",-103.75,34.75,2.981174588
"1998",-103.25,34.75,3.062470555
"1999",-102.75,34.75,1.820096135
"2000",-102.25,34.75,1.651045442
"2001",-101.75,34.75,1.653912663
"2002",-101.25,34.75,2.586342692
"2003",-100.75,34.75,2.575351
"2004",-100.25,34.75,2.689102292
"2005",-99.75,34.75,4.546245847
"2006",-99.25,34.75,5.625650542
"2007",-98.75,34.75,7.278832027
"2008",-98.25,34.75,7.984893322
"2009",-97.75,34.75,9.290339351
"2010",-97.25,34.75,9.425747991
"2011",-96.75,34.75,9.361572862
"2012",-96.25,34.75,8.912781477
"2013",-95.75,34.75,6.222322204
"2014",-95.25,34.75,7.631495216
"2015",-94.75,34.75,8.228616714
"2016",-94.25,34.75,7.620029883
"2017",-93.75,34.75,7.544963143
"2018",-93.25,34.75,6.632610451
"2019",-92.75,34.75,8.508150842
"2020",-92.25,34.75,6.972324198
"2021",-91.75,34.75,6.690143889
"2022",-91.25,34.75,7.910730839
"2023",-90.75,34.75,7.605193257
"2024",-90.25,34.75,6.162683747
"2025",-89.75,34.75,9.122148037
"2026",-89.25,34.75,11.29987399
"2027",-88.75,34.75,8.708230853
"2028",-88.25,34.75,10.91893733
"2029",-87.75,34.75,11.43784046
"2030",-87.25,34.75,11.27736032
"2031",-86.75,34.75,10.87557912
"2032",-86.25,34.75,10.64107418
"2033",-85.75,34.75,9.918816686
"2034",-85.25,34.75,10.65893531
"2035",-84.75,34.75,7.702093991
"2036",-84.25,34.75,9.485741095
"2037",-83.75,34.75,7.01904752
"2038",-83.25,34.75,9.508786635
"2039",-82.75,34.75,11.64232427
"2040",-82.25,34.75,9.567327066
"2041",-81.75,34.75,10.03155492
"2042",-81.25,34.75,9.149930694
"2043",-80.75,34.75,5.71121736
"2044",-80.25,34.75,7.231809226
"2045",-79.75,34.75,8.256719546
"2046",-79.25,34.75,11.62841638
"2047",-78.75,34.75,11.20361762
"2048",-78.25,34.75,8.654419726
"2049",-77.75,34.75,8.580952991
"2050",-77.25,34.75,10.34072995
"2051",-76.75,34.75,10.74943542
"2078",-120.75,35.25,10.31384772
"2079",-120.25,35.25,3.924523195
"2080",-119.75,35.25,3.251669168
"2081",-119.25,35.25,2.163489759
"2082",-118.75,35.25,2.342294008
"2083",-118.25,35.25,2.299841046
"2084",-117.75,35.25,1.763083637
"2085",-117.25,35.25,2.929786444
"2086",-116.75,35.25,2.970397711
"2087",-116.25,35.25,2.840069771
"2088",-115.75,35.25,2.944832802
"2089",-115.25,35.25,2.767985821
"2090",-114.75,35.25,2.768235922
"2091",-114.25,35.25,2.762112617
"2092",-113.75,35.25,2.0210495
"2093",-113.25,35.25,1.948462129
"2094",-112.75,35.25,1.837615818
"2095",-112.25,35.25,1.808220625
"2096",-111.75,35.25,1.166874866
"2097",-111.25,35.25,3.315201521
"2098",-110.75,35.25,4.639147123
"2099",-110.25,35.25,4.467112621
"2100",-109.75,35.25,4.211458683
"2101",-109.25,35.25,1.841047645
"2102",-108.75,35.25,3.257755518
"2103",-108.25,35.25,3.80089879
"2104",-107.75,35.25,3.939473867
"2105",-107.25,35.25,4.772213697
"2106",-106.75,35.25,4.637882312
"2107",-106.25,35.25,4.036974112
"2108",-105.75,35.25,4.552566324
"2109",-105.25,35.25,2.828939557
"2110",-104.75,35.25,2.879978418
"2111",-104.25,35.25,0.577694774
"2112",-103.75,35.25,0.92641751
"2113",-103.25,35.25,4.361092567
"2114",-102.75,35.25,2.138871551
"2115",-102.25,35.25,2.338941246
"2116",-101.75,35.25,2.253370285
"2117",-101.25,35.25,2.204409689
"2118",-100.75,35.25,2.212952077
"2119",-100.25,35.25,2.304644138
"2120",-99.75,35.25,2.50858593
"2121",-99.25,35.25,5.432646615
"2122",-98.75,35.25,6.802534376
"2123",-98.25,35.25,7.88789928
"2124",-97.75,35.25,8.753316402
"2125",-97.25,35.25,9.207660556
"2126",-96.75,35.25,9.074617624
"2127",-96.25,35.25,9.490048885
"2128",-95.75,35.25,8.838167191
"2129",-95.25,35.25,8.651335239
"2130",-94.75,35.25,8.275392652
"2131",-94.25,35.25,8.466683626
"2132",-93.75,35.25,8.091008067
"2133",-93.25,35.25,7.683060169
"2134",-92.75,35.25,7.368413318
"2135",-92.25,35.25,7.334528186
"2136",-91.75,35.25,7.344361435
"2137",-91.25,35.25,7.560046369
"2138",-90.75,35.25,7.61955478
"2139",-90.25,35.25,6.553660306
"2140",-89.75,35.25,10.60839772
"2141",-89.25,35.25,11.26977324
"2142",-88.75,35.25,11.06801434
"2143",-88.25,35.25,11.28142053
"2144",-87.75,35.25,11.12316683
"2145",-87.25,35.25,11.15537784
"2146",-86.75,35.25,11.8649253
"2147",-86.25,35.25,11.76093036
"2148",-85.75,35.25,11.97922035
"2149",-85.25,35.25,11.13213106
"2150",-84.75,35.25,10.31919566
"2151",-84.25,35.25,9.17528586
"2152",-83.75,35.25,9.631054618
"2153",-83.25,35.25,9.757274281
"2154",-82.75,35.25,9.119870879
"2155",-82.25,35.25,9.497636015
"2156",-81.75,35.25,9.513643221
"2157",-81.25,35.25,8.642751304
"2158",-80.75,35.25,9.261375666
"2159",-80.25,35.25,9.20131743
"2160",-79.75,35.25,11.40988231
"2161",-79.25,35.25,11.82705296
"2162",-78.75,35.25,11.31861968
"2163",-78.25,35.25,7.977474332
"2164",-77.75,35.25,7.8714782
"2165",-77.25,35.25,9.36948359
"2166",-76.75,35.25,10.72851062
"2167",-76.25,35.25,11.09756112
"2192",-121.25,35.75,17.82732165
"2193",-120.75,35.75,12.35214657
"2194",-120.25,35.75,9.636229819
"2195",-119.75,35.75,3.463390589
"2196",-119.25,35.75,2.840167284
"2197",-118.75,35.75,2.158866376
"2198",-118.25,35.75,2.172475308
"2199",-117.75,35.75,1.971526742
"2200",-117.25,35.75,1.534105639
"2201",-116.75,35.75,1.371364693
"2202",-116.25,35.75,0.670791268
"2203",-115.75,35.75,0.90135018
"2204",-115.25,35.75,1.234531601
"2205",-114.75,35.75,0.100355763
"2206",-114.25,35.75,0.854292115
"2207",-113.75,35.75,1.279941648
"2208",-113.25,35.75,2.099075466
"2209",-112.75,35.75,2.69451201
"2210",-112.25,35.75,2.624593079
"2211",-111.75,35.75,1.470950047
"2212",-111.25,35.75,4.68122681
"2213",-110.75,35.75,2.204246918
"2214",-110.25,35.75,3.200183312
"2215",-109.75,35.75,2.978497744
"2216",-109.25,35.75,2.869117022
"2217",-108.75,35.75,2.111321688
"2218",-108.25,35.75,3.241563797
"2219",-107.75,35.75,3.771893978
"2220",-107.25,35.75,5.181310177
"2221",-106.75,35.75,5.583954539
"2222",-106.25,35.75,4.102717241
"2223",-105.75,35.75,4.43335851
"2224",-105.25,35.75,4.199213505
"2225",-104.75,35.75,3.063263595
"2226",-104.25,35.75,2.822535038
"2227",-103.75,35.75,1.165341496
"2228",-103.25,35.75,2.940894604
"2229",-102.75,35.75,3.007254601
"2230",-102.25,35.75,1.636930227
"2231",-101.75,35.75,1.784956336
"2232",-101.25,35.75,2.718114555
"2233",-100.75,35.75,2.75888294
"2234",-100.25,35.75,2.940030098
"2235",-99.75,35.75,3.12274003
"2236",-99.25,35.75,3.957649469
"2237",-98.75,35.75,6.773194586
"2238",-98.25,35.75,6.586972475
"2239",-97.75,35.75,6.815300584
"2240",-97.25,35.75,7.5933671
"2241",-96.75,35.75,9.305131977
"2242",-96.25,35.75,11.67801857
"2243",-95.75,35.75,11.25264525
"2244",-95.25,35.75,11.4730227
"2245",-94.75,35.75,11.84494138
"2246",-94.25,35.75,11.05565071
"2247",-93.75,35.75,10.83781242
"2248",-93.25,35.75,11.83763981
"2249",-92.75,35.75,11.36846662
"2250",-92.25,35.75,11.38820887
"2251",-91.75,35.75,10.23776293
"2252",-91.25,35.75,9.486327605
"2253",-90.75,35.75,9.033340541
"2254",-90.25,35.75,9.680811275
"2255",-89.75,35.75,9.97716882
"2256",-89.25,35.75,12.04118349
"2257",-88.75,35.75,11.60872113
"2258",-88.25,35.75,11.70110746
"2259",-87.75,35.75,10.7628119
"2260",-87.25,35.75,10.75327158
"2261",-86.75,35.75,12.1663099
"2262",-86.25,35.75,11.78281632
"2263",-85.75,35.75,11.81462591
"2264",-85.25,35.75,11.21860699
"2265",-84.75,35.75,10.36535556
"2266",-84.25,35.75,9.860627326
"2267",-83.75,35.75,9.674282724
"2268",-83.25,35.75,9.595206001
"2269",-82.75,35.75,9.285348545
"2270",-82.25,35.75,7.836003087
"2271",-81.75,35.75,8.691876585
"2272",-81.25,35.75,8.133958903
"2273",-80.75,35.75,8.359496052
"2274",-80.25,35.75,9.402508054
"2275",-79.75,35.75,11.10525489
"2276",-79.25,35.75,11.45631552
"2277",-78.75,35.75,9.938673377
"2278",-78.25,35.75,10.05631208
"2279",-77.75,35.75,9.908670675
"2280",-77.25,35.75,12.43753693
"2281",-76.75,35.75,10.42347622
"2282",-76.25,35.75,13.1091311
"2283",-75.75,35.75,11.2459406
"2306",-121.75,36.25,11.71805938
"2307",-121.25,36.25,13.88465087
"2308",-120.75,36.25,17.46299136
"2309",-120.25,36.25,10.22391189
"2310",-119.75,36.25,4.540311098
"2311",-119.25,36.25,3.190722466
"2312",-118.75,36.25,1.830344349
"2313",-118.25,36.25,0.525372475
"2314",-117.75,36.25,1.277284861
"2315",-117.25,36.25,2.974782228
"2316",-116.75,36.25,2.927805901
"2317",-116.25,36.25,2.590372562
"2318",-115.75,36.25,0.901225209
"2319",-115.25,36.25,1.076985697
"2320",-114.75,36.25,2.709282875
"2321",-114.25,36.25,2.70388031
"2322",-113.75,36.25,1.037904739
"2323",-113.25,36.25,2.349493206
"2324",-112.75,36.25,2.55038619
"2325",-112.25,36.25,1.897869945
"2326",-111.75,36.25,3.408713579
"2327",-111.25,36.25,2.858969143
"2328",-110.75,36.25,1.612031658
"2329",-110.25,36.25,1.049172878
"2330",-109.75,36.25,3.97189188
"2331",-109.25,36.25,2.259218216
"2332",-108.75,36.25,3.668481588
"2333",-108.25,36.25,2.199153662
"2334",-107.75,36.25,2.208095193
"2335",-107.25,36.25,4.609415134
"2336",-106.75,36.25,4.540926615
"2337",-106.25,36.25,3.781303167
"2338",-105.75,36.25,3.866440058
"2339",-105.25,36.25,4.263913631
"2340",-104.75,36.25,3.5681355
"2341",-104.25,36.25,0.741443932
"2342",-103.75,36.25,4.350082397
"2343",-103.25,36.25,4.633632183
"2344",-102.75,36.25,4.600028038
"2345",-102.25,36.25,4.752741814
"2346",-101.75,36.25,2.427746356
"2347",-101.25,36.25,2.453448623
"2348",-100.75,36.25,2.635894418
"2349",-100.25,36.25,2.637364864
"2350",-99.75,36.25,3.324965954
"2351",-99.25,36.25,4.478581973
"2352",-98.75,36.25,3.655427865
"2353",-98.25,36.25,7.074276805
"2354",-97.75,36.25,7.335911857
"2355",-97.25,36.25,8.342533708
"2356",-96.75,36.25,8.918597915
"2357",-96.25,36.25,11.07003212
"2358",-95.75,36.25,10.9218502
"2359",-95.25,36.25,10.89075327
"2360",-94.75,36.25,11.14276171
"2361",-94.25,36.25,10.92164636
"2362",-93.75,36.25,9.098766446
"2363",-93.25,36.25,9.186022282
"2364",-92.75,36.25,8.753563166
"2365",-92.25,36.25,9.144957066
"2366",-91.75,36.25,8.739197471
"2367",-91.25,36.25,8.514936837
"2368",-90.75,36.25,9.683409929
"2369",-90.25,36.25,10.60041146
"2370",-89.75,36.25,13.25501236
"2371",-89.25,36.25,13.60222654
"2372",-88.75,36.25,13.41456478
"2373",-88.25,36.25,13.35061453
"2374",-87.75,36.25,13.02626512
"2375",-87.25,36.25,13.70515975
"2376",-86.75,36.25,13.64152475
"2377",-86.25,36.25,14.98015213
"2378",-85.75,36.25,13.39524085
"2379",-85.25,36.25,13.17604032
"2380",-84.75,36.25,12.08134126
"2381",-84.25,36.25,11.83600675
"2382",-83.75,36.25,12.37896529
"2383",-83.25,36.25,11.67000272
"2384",-82.75,36.25,12.25899393
"2385",-82.25,36.25,12.51005146
"2386",-81.75,36.25,11.60186475
"2387",-81.25,36.25,11.57479265
"2388",-80.75,36.25,12.80275497
"2389",-80.25,36.25,12.3503828
"2390",-79.75,36.25,12.46790019
"2391",-79.25,36.25,11.37172103
"2392",-78.75,36.25,8.587551117
"2393",-78.25,36.25,9.170341492
"2394",-77.75,36.25,10.13379205
"2395",-77.25,36.25,10.70385088
"2396",-76.75,36.25,12.07198191
"2397",-76.25,36.25,11.98608851
"2398",-75.75,36.25,11.63256732
"2421",-121.75,36.75,9.980357488
"2422",-121.25,36.75,11.89564705
"2423",-120.75,36.75,15.69938819
"2424",-120.25,36.75,10.57306333
"2425",-119.75,36.75,9.303933924
"2426",-119.25,36.75,3.809223175
"2427",-118.75,36.75,0.098485593
"2428",-118.25,36.75,0.407987336
"2429",-117.75,36.75,1.465478241
"2430",-117.25,36.75,1.436726809
"2431",-116.75,36.75,0.151556255
"2432",-116.25,36.75,1.190941334
"2433",-115.75,36.75,1.375522614
"2434",-115.25,36.75,2.526506782
"2435",-114.75,36.75,1.94260031
"2436",-114.25,36.75,1.18204093
"2437",-113.75,36.75,1.468958378
"2438",-113.25,36.75,1.631270528
"2439",-112.75,36.75,0.151565764
"2440",-112.25,36.75,3.443131924
"2441",-111.75,36.75,3.530334234
"2442",-111.25,36.75,1.228958865
"2443",-110.75,36.75,3.888820887
"2444",-110.25,36.75,2.666334907
"2445",-109.75,36.75,2.114236951
"2446",-109.25,36.75,2.492968082
"2447",-108.75,36.75,2.989324331
"2448",-108.25,36.75,3.930576563
"2449",-107.75,36.75,5.699745019
"2450",-107.25,36.75,5.568463008
"2451",-106.75,36.75,4.146143993
"2452",-106.25,36.75,3.80751276
"2453",-105.75,36.75,4.091543198
"2454",-105.25,36.75,3.039558172
"2455",-104.75,36.75,0.437319934
"2456",-104.25,36.75,1.107494161
"2457",-103.75,36.75,0.493685342
"2458",-103.25,36.75,1.190708578
"2459",-102.75,36.75,1.434735775
"2460",-102.25,36.75,1.702257097
"2461",-101.75,36.75,2.058045149
"2462",-101.25,36.75,2.500108778
"2463",-100.75,36.75,2.668116689
"2464",-100.25,36.75,2.76914537
"2465",-99.75,36.75,3.893869162
"2466",-99.25,36.75,5.408044543
"2467",-98.75,36.75,8.539376259
"2468",-98.25,36.75,7.622943521
"2469",-97.75,36.75,8.224767447
"2470",-97.25,36.75,9.040201902
"2471",-96.75,36.75,11.30294442
"2472",-96.25,36.75,10.09309725
"2473",-95.75,36.75,10.71846604
"2474",-95.25,36.75,10.83826639
"2475",-94.75,36.75,11.40976234
"2476",-94.25,36.75,12.60920405
"2477",-93.75,36.75,12.39409447
"2478",-93.25,36.75,12.27114886
"2479",-92.75,36.75,12.04146624
"2480",-92.25,36.75,11.85207064
"2481",-91.75,36.75,11.51426705
"2482",-91.25,36.75,10.87849021
"2483",-90.75,36.75,11.88947342
"2484",-90.25,36.75,12.9935141
"2485",-89.75,36.75,13.2916146
"2486",-89.25,36.75,13.41603496
"2487",-88.75,36.75,13.90107799
"2488",-88.25,36.75,14.04409838
"2489",-87.75,36.75,13.78537679
"2490",-87.25,36.75,14.5052886
"2491",-86.75,36.75,14.52359676
"2492",-86.25,36.75,14.13760757
"2493",-85.75,36.75,13.43362136
"2494",-85.25,36.75,12.48844093
"2495",-84.75,36.75,11.85087702
"2496",-84.25,36.75,11.9605706
"2497",-83.75,36.75,11.21511524
"2498",-83.25,36.75,11.58245607
"2499",-82.75,36.75,11.64725466
"2500",-82.25,36.75,11.95845506
"2501",-81.75,36.75,11.99119048
"2502",-81.25,36.75,11.65110588
"2503",-80.75,36.75,12.12345795
"2504",-80.25,36.75,12.10995566
"2505",-79.75,36.75,11.06786013
"2506",-79.25,36.75,10.65932512
"2507",-78.75,36.75,7.286513935
"2508",-78.25,36.75,10.01359094
"2509",-77.75,36.75,11.3321003
"2510",-77.25,36.75,11.94641265
"2511",-76.75,36.75,14.04340088
"2512",-76.25,36.75,15.54198569
"2535",-122.25,37.25,13.67639828
"2536",-121.75,37.25,10.42411327
"2537",-121.25,37.25,6.984052658
"2538",-120.75,37.25,8.500510852
"2539",-120.25,37.25,14.63386536
"2540",-119.75,37.25,10.63959945
"2541",-119.25,37.25,6.503318873
"2542",-118.75,37.25,2.610072374
"2543",-118.25,37.25,0.121032353
"2544",-117.75,37.25,1.332658291
"2545",-117.25,37.25,1.624331176
"2546",-116.75,37.25,1.020311564
"2547",-116.25,37.25,0.891805217
"2548",-115.75,37.25,1.120201468
"2549",-115.25,37.25,2.523107529
"2550",-114.75,37.25,2.666041255
"2551",-114.25,37.25,1.999366641
